City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,buritizeiro,-17.3511,-44.9622,85.12,27,2,5.77,BR,1651348463
366,kahului,20.8947,-156.47,78.82,72,40,16.11,US,1651348211
367,kontagora,10.3999,5.4695,82.89,55,84,8.25,NG,1651348463
368,san isidro,-12.1167,-77.05,69.39,68,0,10.36,PE,1651348464
369,walvis bay,-22.9575,14.5053,58.15,82,0,2.3,NA,1651348464
370,toropets,56.4978,31.6353,34.36,64,82,2.17,RU,1651348465
371,batemans bay,-35.7167,150.1833,56.1,73,41,3.69,AU,1651348465
372,salym,60.0625,71.4789,30.43,71,1,3.29,RU,1651348466
373,konin,52.2234,18.2512,50.76,53,99,4.72,PL,1651348466
374,fort smith,35.3859,-94.3986,77.38,52,0,18.41,US,1651348350
375,biryusinsk,55.9634,97.8235,52.39,75,100,8.28,RU,1651348467
376,port macquarie,-31.4333,152.9167,57.88,88,7,8.97,AU,1651348467
377,norrtalje,59.758,18.705,46.58,69,100,6.42,SE,1651348468
378,tura,25.5198,90.2201,67.89,92,61,3.36,IN,1651348468
379,malakal,9.5334,31.6605,88.09,43,23,6.17,SS,1651348469
380,dingle,10.9995,122.6711,76.75,86,100,5.93,PH,1651348469
381,clyde river,70.4692,-68.5914,16.03,86,100,6.91,CA,1651348469
382,puerto ayacucho,5.6639,-67.6236,78.49,86,100,7.85,VE,1651348470
383,matara,5.9485,80.5353,80.98,86,96,10.07,LK,1651348470
384,yar,58.249,52.1026,34.66,98,100,6.64,RU,1651348471
385,mpulungu,-8.7623,31.1141,71.89,82,64,5.44,ZM,1651348471
386,mount hagen,-5.8581,144.2274,56.16,100,75,0.0,PG,1651348472
387,nara,34.6851,135.8049,58.5,83,100,1.45,JP,1651348472
388,waw,7.7029,27.9953,83.21,50,58,7.18,SS,1651348473
389,ponta do sol,32.6667,-17.1,68.72,69,0,2.17,PT,1651348473
390,yeniseysk,58.4497,92.1703,39.56,92,100,7.47,RU,1651348474
391,kalmar,56.6616,16.3616,43.97,93,64,1.01,SE,1651348474
392,ellensburg,46.9965,-120.5479,51.44,90,100,0.13,US,1651348475
393,alofi,-19.0595,-169.9187,75.09,94,94,5.75,NU,1651348475
394,severo-yeniseyskiy,60.3725,93.0408,29.23,97,100,3.69,RU,1651348476
395,huron,41.1501,-82.5499,67.68,39,100,14.29,US,1651348476
396,poronaysk,49.2167,143.1167,31.32,81,63,2.13,RU,1651348478
397,mahishadal,22.1833,87.9833,82.15,81,46,11.07,IN,1651348478
398,rincon,32.296,-81.2354,78.76,33,85,10.51,US,1651348478
